avg_err,r_error,t_error
4.425624887068775,0.1071902807939429,0.994731128082737
2.252759386307628,0.0406354328413974,0.5984308543463687
3.204082483106248,0.0589629827673697,0.7568405463233696
2.7602956680416395,0.0600651177519755,0.7967860337354296
2.75816705203862,0.0630384008464678,0.7531905856580345
3.961307453879232,0.0795391935790153,0.8576977781331389
3.1601705580395105,0.0743049428457304,0.842651179974907
3.082323350230349,0.1703917083466362,1.1255180033608174
2.5482901312047024,0.0128596484118402,0.5410185180515823
2.4771986869529847,0.0803948302402249,0.9267369387212177
3.7133946374831206,0.0564109199404196,0.722881024039745
3.509839057339597,0.049031000732126,0.6972889569476193
3.966316077346912,0.0613819978001198,0.7388010853797342
3.8143500253884177,0.0722414165110912,0.7852725892040968
3.9390859113586782,0.1077451273948688,1.095559303428265
4.630238914802905,0.0533114030255142,0.6366965254804341
3.266997651463079,0.065254050126963,0.6969372998287409
3.7895957179765167,0.0862929815988666,0.3654458794769288
2.659840380348976,0.1147398705599457,0.5085690742366475
0.3648627923400476,0.0011946331982192,0.0069159528919527
3.4825982373576685,0.0503146608232,0.6968932262938223
3.0391102152300102,0.0689888379866649,0.841004974098927
4.118808854511069,0.0891180867182225,0.4056861083487216
0.4061042173119784,0.0005890010545473,0.0035072881568305
4.004743567904849,0.071014039295189,0.6322309321389132
3.0597629323962847,0.0416454690052607,0.8383402483623916
0.307191144800751,0.0018108324459011,0.0073643069673303
0.4015223825018583,0.0006396325905648,0.0061444626908793
3.6628968838181546,0.0261863982411689,0.4969404908778632
0.2576035901356092,0.001659927984624,0.0065899065854511
3.4229201501065862,0.085683373471373,0.8689851174671219
3.9333980264609054,0.0591233241367151,1.0123888924772817
3.629458032037846,0.0334435144082153,0.5393552663359187
3.753904926121331,0.0595506023460666,0.7578977149948881
4.394835712133003,0.1427792932176563,1.0185380571476068
3.6174445076842434,0.023098055119567,0.5626858589598226
2.828329646013121,0.0412065472224627,0.6694217584271743
2.183884572776925,0.0593138787312984,0.6841720662888541
4.226455753048712,0.1421664231585022,1.1728342450741902
4.2396898653643005,0.098006225104149,0.9471551881971332
2.367003696795181,0.0583616401025914,0.8990246057608952
3.7693698302197354,0.1089500999750082,0.8717955643948806
3.218396593584808,0.0197994864354755,0.5518066905048113
4.293799322555578,0.0675507738928684,0.7911999870050722
3.6718708695482265,0.197699962217336,1.2764775772073624
3.1724282371746173,0.0624184211714956,0.753611124312295
0.3732596031768852,0.001180497845116,0.0055363701899422
3.292936292351828,0.089332153370301,1.0228686663044266
2.918901362431534,0.0682321462226778,1.0468724654139552
4.425624887068775,0.10719028079394292,0.994731128082737
2.252759386307628,0.040635432841397486,0.5984308543463687
3.204082483106248,0.058962982767369776,0.7568405463233696
3.1601705580395105,0.07430494284573042,0.842651179974907
2.7602956680416395,0.06006511775197554,0.7967860337354296
2.75816705203862,0.06303840084646789,0.7531905856580345
3.961307453879232,0.07953919357901532,0.8576977781331389
3.7133946374831206,0.056410919940419614,0.722881024039745
3.082323350230349,0.17039170834663628,1.1255180033608174
3.966316077346912,0.06138199780011983,0.7388010853797342
2.5482901312047024,0.012859648411840216,0.5410185180515823
3.5098390573395966,0.04903100073212606,0.6972889569476193
2.4771986869529847,0.08039483024022492,0.9267369387212177
3.8143500253884177,0.07224141651109123,0.7852725892040968
3.9390859113586782,0.10774512739486884,1.095559303428265
2.659840380348976,0.1147398705599457,0.5085690742366475
3.0391102152300102,0.06898883798666491,0.841004974098927
3.4825982373576685,0.05031466082320005,0.6968932262938223
4.118808854511069,0.08911808671822256,0.4056861083487216
3.7895957179765167,0.08629298159886668,0.3654458794769288
4.630238914802905,0.05331140302551423,0.6366965254804341
3.266997651463079,0.065254050126963,0.6969372998287409
0.3648627923400476,0.001194633198219252,0.006915952891952753
4.004743567904849,0.07101403929518901,0.6322309321389132
0.4061042173119784,0.0005890010545473521,0.0035072881568305706
3.0597629323962847,0.04164546900526079,0.8383402483623916
0.2576035901356092,0.0016599279846240167,0.006589906585451184
0.40152238250185834,0.000639632590564806,0.0061444626908793145
0.30719114480075105,0.0018108324459011245,0.007364306967330381
3.6628968838181546,0.02618639824116896,0.4969404908778632
3.4229201501065862,0.08568337347137302,0.8689851174671219
3.9333980264609054,0.059123324136715165,1.0123888924772815
3.629458032037846,0.03344351440821532,0.5393552663359187
4.394835712133003,0.1427792932176563,1.0185380571476068
3.6174445076842434,0.023098055119567057,0.5626858589598226
3.753904926121331,0.05955060234606668,0.7578977149948881
2.828329646013121,0.041206547222462746,0.6694217584271743
4.226455753048712,0.14216642315850225,1.1728342450741902
3.7693698302197345,0.10895009997500824,0.8717955643948806
4.2396898653643005,0.09800622510414903,0.9471551881971331
2.183884572776925,0.059313878731298494,0.6841720662888541
3.218396593584808,0.019799486435475584,0.5518066905048113
2.3670036967951815,0.05836164010259141,0.8990246057608952
4.293799322555578,0.0675507738928684,0.7911999870050722
0.3732596031768852,0.001180497845116004,0.005536370189942236
3.1724282371746173,0.06241842117149562,0.753611124312295
3.6718708695482265,0.19769996221733607,1.2764775772073624
3.292936292351828,0.08933215337030102,1.0228686663044266
2.918901362431534,0.0682321462226778,1.0468724654139552
3.015464574614917,0.1138717347330284,1.030820727773
